2544,2
2545,11
2546,14
2547,12
2548,5
2549,13
2550,12
2551,12
2552,15
2553,10
2554,16
2555,10
2556,16
2557,3
2558,14
2559,14
2560,12
2561,12
2562,13
2563,2
2564,10
2565,12
2566,11
2567,16
2568,8
2569,16
2570,7
2571,12
2572,9
2573,6
2574,6
2575,10
2576,3
2577,5
2578,9
2579,8
2580,8
2581,2
2582,3
2583,16
2584,9
2585,9
2586,3
2587,8
2588,5
2589,12
2590,11
2591,9
2592,2
2593,14
2594,9
2595,13
2596,16
2597,6
2598,4
2599,15
2600,5
2601,15
2602,15
2603,2
2604,7
2605,4
2606,8
2607,14
2608,15
2609,9
2610,2
2611,9
2612,5
2613,11
2614,5
2615,5
2616,7
2617,5
2618,2
2619,5
2620,11
2621,8
2622,2
2623,10
2624,2
2625,9
2626,3
2627,10
2628,5
2629,2
2630,10
2631,11
2632,4
2633,6
2634,10
2635,13
2636,11
2637,6
2638,11
2639,7
2640,14
2641,14
2642,16
2643,5
2644,5
2645,7
2646,1
2647,12
2648,16
2649,11
2650,5
2651,7
2652,2
2653,13
2654,7
2655,7
2656,5
2657,8
2658,12
2659,9
2660,15
2661,11
2662,2
2663,1
2664,7
2665,13
2666,11
2667,4
2668,9
2669,7
2670,7
2671,13
2672,5
2673,16
2674,4
2675,11
2676,14
2677,4
2678,2
2679,13
2680,6
2681,10
2682,15
2683,13
2684,15
2685,11
2686,8
2687,5
2688,10
2689,4
2690,16
2691,14
2692,9
2693,14
2694,2
2695,11
2696,12
2697,11
2698,7
2699,13
2700,4
2701,16
2702,5
2703,9
2704,2
2705,2
2706,14
2707,14
2708,3
2709,2
2710,6
2711,16
2712,14
2713,12
2714,14
2715,13
2716,10
2717,13
2718,15
2719,13
2720,8
2721,6
2722,2
2723,4
2724,4
2725,9
2726,7
2727,8
2728,15
2729,1
2730,15
2731,4
2732,9
2733,8
2734,11
2735,6
2736,7
2737,11
2738,10
2739,15
2740,1
2741,12
2742,13
2743,5
2744,8
2745,6
2746,15
2747,7
2748,16
2749,11
2750,15
2751,12
2752,10
2753,4
2754,9
2755,13
2756,14
2757,11
2758,11
2759,2
2760,3
2761,15
2762,4
2763,8
2764,8
2765,2
2766,12
2767,14
2768,12
2769,16
2770,16
2771,15
2772,8
2773,11
2774,11
2775,13
2776,12
2777,10
2778,3
2779,3
2780,11
2781,14
2782,7
2783,16
2784,5
2785,10
2786,14
2787,1
2788,13
2789,3
2790,1
2791,6
2792,3
2793,2
2794,3
2795,6
2796,5
2797,3
2798,11
2799,13
2800,12
2801,16
2802,4
2803,11
2804,5
2805,15
2806,15
2807,2
2808,13
2809,5
2810,14
2811,2
2812,1
2813,10
2814,4
2815,12
2816,10
2817,2
2818,3
2819,10
2820,12
2821,12
2822,13
2823,2
2824,10
2825,6
2826,1
2827,11
2828,5
2829,8
2830,8
2831,15
2832,4
2833,5
2834,4
2835,13
2836,13
2837,10
2838,16
2839,16
2840,10
2841,5
2842,11
2843,8
2844,3
2845,1
2846,13
2847,1
2848,15
2849,16
2850,11
2851,12
2852,16
2853,6
2854,1
2855,7
2856,10
2857,8
2858,15
2859,9
2860,11
2861,3
2862,4
2863,11
2864,7
2865,3
2866,12
2867,14
2868,6
2869,9
2870,10
2871,3
2872,14
2873,14
2874,6
2875,9
2876,14
2877,10
2878,8
2879,2
2880,13
2881,3
2882,4
2883,7
2884,6
2885,15
2886,8
2887,6
2888,6
2889,8
2890,2
2891,15
2892,10
2893,12
2894,13
2895,3
2896,15
2897,3
2898,3
2899,8
2900,10
2901,11
2902,13
2903,13
2904,4
2905,11
2906,10
2907,15
2908,13
2909,7
2910,4
2911,13
2912,4
2913,11
2914,9
2915,4
2916,7
2917,9
2918,1
2919,11
2920,11
2921,9
2922,13
2923,12
2924,5
2925,6
2926,4
2927,4
2928,14
2929,11
2930,11
2931,12
2932,7
2933,5
2934,8
2935,14
2936,14
2937,3
2938,12
2939,14
2940,8
2941,3
2942,15
2943,7
2944,9
2945,2
2946,3
2947,5
2948,7
2949,13
2950,9
2951,15
2952,4
2953,8
2954,9
2955,13
2956,12
2957,1
2958,4
2959,3
2960,1
2961,13
2962,10
2963,13
2964,12
2965,5
2966,5
2967,6
2968,8
2969,4
2970,9
2971,12
2972,16
2973,2
2974,6
2975,2
2976,2
2977,13
2978,12
2979,16
2980,9
2981,16
2982,2
2983,10
2984,12
2985,6
2986,16
2987,9
2988,6
2989,7
2990,5
2991,2
2992,5
2993,1
2994,15
2995,3
2996,11
2997,16
2998,13
2999,10
3000,13
3001,12
3002,11
3003,4
3004,14
3005,8
3006,7
3007,9
3008,9
3009,7
3010,14
3011,10
3012,8
3013,12
3014,14
3015,12
3016,12
3017,4
3018,2
3019,11
3020,4
3021,13
3022,9
3023,1
3024,13
3025,12
3026,5
3027,7
3028,8
3029,6
3030,3
3031,2
3032,5
3033,1
3034,8
3035,14
3036,10
3037,13
3038,2
3039,10
3040,7
3041,6
3042,1
3043,3
3044,5
3045,7
3046,12
3047,14
3048,1
3049,7
3050,10
3051,8
3052,9
3053,12
3054,6
3055,11
3056,6
3057,15
3058,15
3059,16
3060,9
3061,6
3062,14
3063,14
3064,14
3065,1
3066,1
3067,8
3068,1
3069,16
3070,10
3071,13
3072,4
3073,13
3074,2
3075,10
3076,5
3077,12
3078,4
3079,3
3080,9
3081,13
3082,5
3083,10
3084,11
3085,4
3086,7
3087,3
3088,15
3089,7
3090,10
3091,4
3092,5
3093,12
3094,8
3095,9
3096,6
3097,7
3098,15
3099,5
3100,14
3101,6
3102,16
3103,1
3104,5
3105,9
3106,11
3107,3
3108,1
3109,2
3110,16
3111,9
3112,4
3113,7
3114,9
3115,5
3116,13
3117,14
3118,14
3119,5
3120,2
3121,9
3122,11
3123,13
3124,16
3125,10
3126,8
3127,7
3128,3
3129,8
3130,4
3131,15
3132,13
3133,9
3134,6
3135,1
3136,9
3137,15
3138,10
3139,14
3140,15
3141,14
3142,15
3143,3
3144,3
3145,9
3146,9
3147,4
3148,11
3149,4
3150,14
3151,11
3152,1
3153,15
3154,16
3155,11
3156,3
3157,8
3158,10
3159,13
3160,5
3161,8
3162,16
3163,5
3164,11
3165,1
3166,11
3167,15
3168,11
3169,7
3170,11
3171,14
3172,10
3173,8
3174,11
3175,5
3176,9
3177,6
3178,6
3179,8
3180,9
3181,11
3182,12
3183,5
3184,15
3185,7
3186,8
3187,2
3188,3
3189,4
3190,5
3191,15
3192,9
3193,8
3194,3
3195,7
3196,7
3197,9
3198,15
3199,1
3200,10
3201,14
3202,2
3203,7
3204,9
3205,9
3206,16
3207,3
3208,11
3209,10
3210,6
3211,8
3212,7
3213,7
3214,7
3215,9
3216,15
3217,5
3218,12
3219,10
3220,1
3221,11
3222,12
3223,1
3224,9
3225,11
3226,7
3227,5
3228,12
3229,16
3230,13
3231,4
3232,8
3233,14
3234,8
3235,15
3236,14
3237,3
3238,4
3239,3
3240,3
3241,10
3242,13
3243,14
3244,4
3245,14
3246,1
3247,11
3248,2
3249,10
3250,16
3251,14
3252,13
3253,7
3254,8
3255,14
3256,8
3257,10
3258,10
3259,14
3260,5
3261,12
3262,14
3263,11
3264,7
3265,11
3266,4
3267,11
3268,3
3269,16
3270,2
3271,9
3272,2
3273,16
3274,10
3275,11
3276,2
3277,9
3278,14
3279,5
3280,15
3281,1
3282,3
3283,3
3284,16
3285,9
3286,12
3287,10
3288,9
3289,14
3290,14
3291,16
3292,12
3293,3
3294,12
3295,7
3296,9
3297,10
3298,6
3299,7
3300,6
3301,11
3302,15
3303,15
3304,6
3305,9
3306,15
3307,7
3308,12
3309,3
3310,6
3311,8
3312,14
3313,5
3314,1
3315,3
3316,4
3317,5
3318,1
3319,16
3320,15
3321,7
3322,7
3323,11
3324,13
3325,12
3326,3
3327,2
3328,15
3329,2
3330,12
3331,6
3332,15
3333,16
3334,15
3335,1
3336,2
3337,13
3338,2
3339,16
3340,9
3341,10
3342,8
3343,4
3344,16
3345,6
3346,1
3347,8
3348,11
3349,3
3350,9
3351,7
3352,6
3353,5
3354,9
3355,4
3356,10
3357,4
3358,16
3359,10
3360,14
3361,7
3362,6
3363,14
3364,5
3365,3
3366,10
3367,10
3368,7
3369,2
3370,11
3371,14
3372,1
3373,12
3374,2
3375,8
3376,6
3377,4
3378,4
3379,13
3380,8
3381,11
3382,6
3383,4
3384,10
3385,6
3386,3
3387,5
3388,1
3389,15
3390,12
3391,5
3392,3
3393,12
3394,9
3395,3
3396,10
3397,5
3398,16
3399,15
3400,11
3401,7
3402,3
3403,1
3404,15
3405,13
3406,15
3407,13
3408,8
3409,2
3410,11
3411,15
3412,13
3413,15
3414,13
3415,12
3416,15
3417,4
3418,4
3419,10
3420,16
3421,16
3422,14
3423,5
3424,16
3425,5
3426,2
3427,7
3428,2
3429,12
3430,6
3431,5
3432,16
3433,15
3434,15
3435,7
3436,14
3437,8
3438,15
3439,12
3440,3
3441,6
3442,5
3443,6
3444,16
3445,13
3446,5
3447,4
3448,8
3449,7
3450,1
3451,5
3452,15
3453,2
3454,13
3455,13
3456,13
3457,2
3458,13
3459,5
3460,7
3461,16
3462,14
3463,7
3464,16
3465,2
3466,11
3467,10
3468,13
3469,12
3470,11
3471,13
3472,3
3473,6
3474,8
3475,7
3476,3
3477,15
3478,16
3479,8
3480,2
3481,1
3482,3
3483,14
3484,4
3485,14
3486,9
3487,12
3488,4
3489,15
3490,15
3491,12
3492,13
3493,9
3494,1
3495,15
3496,9
3497,6
3498,4
3499,12
3500,6
3501,11
3502,10
3503,8
3504,13
3505,11
3506,8
3507,12
3508,13
3509,10
3510,15
3511,15
3512,5
3513,12
3514,13
3515,2
3516,7
3517,11
3518,12
3519,9
3520,1
3521,13
3522,16
3523,2
3524,13
3525,8
3526,6
3527,5
3528,6
3529,13
3530,16
3531,12
3532,4
3533,10
3534,9
3535,12
3536,15
3537,7
3538,6
3539,8
3540,3
3541,9
3542,15
3543,1
3544,3
3545,12
3546,7
3547,10
3548,16
3549,5
3550,15
3551,6
3552,2
3553,13
3554,9
3555,7
3556,3
3557,8
3558,14
3559,12
3560,6
3561,3
3562,11
3563,14
3564,6
3565,14
3566,12
3567,14
3568,5
3569,8
3570,9
3571,11
3572,16
3573,9
3574,11
3575,5
3576,14
3577,11
3578,11
3579,15
3580,11
3581,4
3582,14
3583,9
3584,7
3585,6
3586,4
3587,13
3588,7
3589,2
3590,11
3591,14
3592,1
3593,8
3594,12
3595,3
3596,6
3597,3
3598,2
3599,10
3600,15
3601,7
3602,4
3603,3
3604,9
3605,10
3606,9
3607,6
3608,5
3609,14
3610,14
3611,5
3612,8
3613,5
3614,5
3615,15
3616,7
3617,2
3618,3
3619,10
3620,14
3621,16
3622,1
3623,1
3624,12
3625,11
3626,3
3627,5
3628,16
3629,8
3630,6
3631,14
3632,6
3633,8
3634,14
3635,5
3636,6
3637,4
3638,9
3639,8
3640,7
3641,3
3642,14
3643,5
3644,12
3645,10
3646,12
3647,2
3648,9
3649,1
3650,9
3651,1
3652,9
3653,8
3654,2
3655,8
3656,10
3657,12
3658,7
3659,16
3660,1
3661,1
3662,4
3663,15
3664,5
3665,2
3666,10
3667,14
3668,10
3669,13
3670,11
3671,15
3672,1
3673,9
3674,10
3675,14
3676,12
3677,9
3678,15
3679,11
3680,14
3681,6
3682,11
3683,6
3684,3
3685,8
3686,14
3687,14
3688,7
3689,12
3690,12
3691,2
3692,16
3693,2
3694,1
3695,4
3696,9
3697,4
3698,3
3699,15
3700,2
3701,8
3702,2
3703,13
3704,8
3705,15
3706,13
3707,9
3708,3
3709,16
3710,16
3711,12
3712,11
3713,6
3714,3
3715,5
3716,12
3717,9
3718,2
3719,3
3720,15
3721,5
3722,14
3723,11
3724,12
3725,14
3726,1
3727,2
3728,10
3729,5
3730,1
3731,3
3732,3
3733,16
3734,9
3735,16
3736,1
3737,3
3738,6
3739,16
3740,5
3741,8
3742,8
3743,7
3744,1
3745,5
3746,11
3747,3
3748,8
3749,6
3750,4
3751,15
3752,2
3753,11
3754,10
3755,12
3756,11
3757,5
3758,1
3759,1
3760,14
3761,15
3762,6
3763,15
3764,7
3765,1
3766,5
3767,15
3768,1
3769,14
3770,10
3771,5
3772,16
3773,4
3774,12
3775,14
3776,3
3777,14
3778,2
3779,3
3780,15
3781,15
3782,8
3783,15
3784,2
3785,16
3786,14
3787,4
3788,13
3789,2
3790,4
3791,13
3792,8
3793,11
3794,9
3795,4
3796,16
3797,12
3798,1
3799,15
3800,9
3801,16
3802,12
3803,5
3804,15
3805,13
3806,1
3807,16
3808,9
3809,7
3810,3
3811,4
3812,5
3813,2
3814,13
3815,13
3816,5
3817,7
3818,10
3819,9
3820,15
3821,2
3822,3
3823,2
3824,15
3825,14
3826,6
3827,10
3828,9
3829,2
3830,15
3831,9
3832,11
3833,9
3834,3
3835,15
3836,13
3837,2
3838,1
3839,15
3840,5
3841,12
3842,14
3843,9
3844,7
3845,15
3846,16
3847,1
3848,11
3849,3
3850,5
3851,2
3852,16
3853,3
3854,3
3855,6
3856,8
3857,15
3858,12
3859,2
3860,8
3861,2
3862,2
3863,10
3864,10
3865,15
3866,9
3867,3
3868,8
3869,1
3870,10
3871,1
3872,1
3873,4
3874,15
3875,11
3876,13
3877,13
3878,12
3879,7
3880,6
3881,12
3882,8
3883,15
3884,4
3885,14
3886,7
3887,15
3888,6
3889,2
3890,12
3891,7
3892,2
3893,8
3894,10
3895,7
3896,6
3897,7
3898,7
3899,15
3900,9
3901,5
3902,3
3903,9
3904,12
3905,12
3906,6
3907,13
3908,1
3909,7
3910,11
3911,1
3912,4
3913,11
3914,5
3915,13
3916,14
3917,5
3918,13
3919,7
3920,10
3921,1
3922,4
3923,3
3924,11
3925,9
3926,10
3927,11
3928,16
3929,13
3930,5
3931,7
3932,14
3933,14
3934,7
3935,9
3936,16
3937,14
3938,11
3939,8
3940,7
3941,2
3942,10
3943,9
3944,3
3945,5
3946,2
3947,12
3948,2
3949,11
3950,9
3951,2
3952,1
3953,10
3954,1
3955,12
3956,14
3957,1
3958,4
3959,2
3960,12
3961,4
3962,1
3963,5
3964,8
3965,2
3966,8
3967,12
3968,14
3969,9
3970,2
3971,6
3972,15
3973,11
3974,8
3975,7
3976,6
3977,10
3978,16
3979,9
3980,1
3981,8
3982,15
3983,11
3984,16
3985,11
3986,15
3987,14
3988,1
3989,11
3990,8
3991,16
3992,4
3993,16
3994,3
3995,4
3996,15
3997,5
3998,1
3999,14
4000,7
4001,11
4002,9
4003,11
4004,6
4005,5
4006,1
4007,10
4008,2
4009,2
4010,3
4011,3
4012,4
4013,11
4014,8
4015,11
4016,14
4017,12
4018,13
4019,8
4020,1
4021,4
4022,5
4023,8
4024,14
4025,5
4026,13
4027,9
4028,8
4029,8
4030,11
4031,12
4032,4
4033,10
4034,11
4035,12
4036,12
4037,1
4038,5
4039,9
4040,3
4041,1
4042,14
4043,12
4044,12
4045,2
4046,13
4047,5
4048,5
4049,6
4050,5
4051,15
4052,14
4053,4
4054,1
4055,10
4056,14
4057,7
4058,16
4059,14
4060,2
4061,16
4062,11
4063,9
4064,11
4065,16
4066,6
4067,4
4068,9
4069,11
4070,4
4071,5
4072,3
4073,12
4074,12
4075,16
4076,9
4077,12
4078,9
4079,4
4080,2
4081,14
4082,4
4083,3
4084,2
4085,3
4086,6
4087,16
4088,12
4089,3
4090,2
4091,14
4092,4
4093,7
4094,5
4095,5
4096,10
4097,11
4098,11
4099,4
4100,5
4101,10
4102,9
4103,13
4104,16
4105,1
4106,3
4107,6
4108,6
4109,7
4110,7
4111,12
4112,11
4113,10
4114,4
4115,11
4116,14
4117,4
4118,14
4119,3
4120,1
4121,2
4122,1
4123,7
4124,5
4125,1
4126,5
4127,16
4128,12
4129,12
4130,3
4131,4
4132,1
4133,5
4134,14
4135,6
4136,6
4137,7
4138,3
4139,1
4140,10
4141,12
4142,10
4143,9
4144,5
4145,11
4146,6
4147,9
4148,5
4149,1
4150,1
4151,5
4152,9
4153,6
4154,14
4155,10
4156,3
4157,1
4158,8
4159,8
4160,7
4161,4
4162,10
4163,7
4164,2
4165,1
4166,8
4167,7
4168,15
4169,9
4170,3
4171,6
4172,14
4173,14
4174,13
4175,10
4176,11
4177,8
4178,1
4179,9
4180,4
4181,9
4182,15
4183,15
4184,3
4185,4
4186,5
4187,12
4188,5
4189,1
4190,1
4191,6
4192,7
4193,2
4194,3
4195,8
4196,8
4197,15
4198,4
4199,3
4200,16
4201,10
4202,11
4203,12
4204,16
4205,3
4206,12
4207,15
4208,3
4209,11
4210,12
4211,14
4212,16
4213,14
4214,6
4215,15
4216,10
4217,7
4218,3
4219,8
4220,9
4221,8
4222,3
4223,11
4224,14
4225,8
4226,15
4227,4
4228,11
4229,7
4230,7
4231,1
4232,16
4233,7
4234,16
4235,12
4236,2
4237,11
4238,13
4239,10
4240,1
4241,10
4242,7
4243,5
4244,10
4245,7
4246,14
4247,2
4248,8
4249,7
4250,15
4251,7
4252,11
4253,1
4254,7
4255,5
4256,11
4257,7
4258,6
4259,6
4260,1
4261,1
4262,8
4263,10
4264,1
4265,16
4266,15
4267,16
4268,2
4269,2
4270,10
4271,9
4272,2
4273,13
4274,6
4275,5
4276,13
4277,9
4278,15
4279,6
4280,16
4281,12
4282,8
4283,16
4284,10
4285,13
4286,12
4287,11
4288,13
4289,16
4290,7
4291,14
4292,1
4293,7
4294,1
4295,8
4296,11
4297,16
4298,10
4299,4
4300,13
4301,2
4302,7
4303,3
4304,9
4305,9
4306,13
4307,7
4308,4
4309,13
4310,4
4311,7
4312,5
4313,1
4314,12
4315,8
4316,7
4317,5
4318,12
4319,10
4320,12
4321,7
4322,2
4323,6
4324,2
4325,11
4326,14
4327,9
4328,10
4329,12
4330,10
4331,7
4332,3
4333,8
4334,14
4335,14
4336,7
4337,7
4338,8
4339,16
4340,14
4341,9
4342,11
4343,13
4344,3
4345,11
4346,1
4347,4
4348,11
4349,15
4350,13
4351,3
4352,14
4353,16
4354,2
4355,8
4356,3
4357,16
4358,4
4359,3
4360,2
4361,12
4362,10
4363,14
4364,7
4365,16
4366,9
4367,11
4368,16
4369,2
4370,9
4371,9
4372,3
4373,11
4374,5
4375,9
4376,10
4377,13
4378,5
4379,11
4380,13
4381,5
4382,5
4383,1
4384,8
4385,9
4386,9
4387,1
4388,3
4389,4
4390,6
4391,6
